2026-02-02 11:37:48,454 - modules.tesoreria_security - INFO - ✅ Tesorería Security Module initialized
2026-02-02 11:37:49,128 - werkzeug - WARNING -  * Debugger is active!
2026-02-02 11:37:49,133 - werkzeug - INFO -  * Debugger PIN: 131-510-401
2026-02-02 11:37:50,515 - werkzeug - INFO -  * Detected change in 'C:\\Users\\mateo\\GESTION COMPARTIDA Dropbox\\Departamento Gestion\\0001 - Control de Gestion (1)\\Desarrollo\\app cajas github\\app_de_cajas\\app.py', reloading
2026-02-02 11:37:52,640 - modules.tesoreria_security - INFO - ✅ Tesorería Security Module initialized
2026-02-02 11:37:52,997 - werkzeug - WARNING -  * Debugger is active!
2026-02-02 11:37:53,000 - werkzeug - INFO -  * Debugger PIN: 131-510-401
2026-02-02 11:47:12,431 - mysql.connector - INFO - package: mysql.connector.plugins
2026-02-02 11:47:12,432 - mysql.connector - INFO - plugin_name: mysql_native_password
2026-02-02 11:47:12,435 - mysql.connector - INFO - AUTHENTICATION_PLUGIN_CLASS: MySQLNativePasswordAuthPlugin
2026-02-02 11:47:14,852 - werkzeug - INFO - 127.0.0.1 - - [02/Feb/2026 11:47:14] "GET / HTTP/1.1" 200 -
2026-02-02 11:47:14,898 - werkzeug - INFO - 127.0.0.1 - - [02/Feb/2026 11:47:14] "[36mGET /static/css/styles.css HTTP/1.1[0m" 304 -
2026-02-02 11:47:14,923 - werkzeug - INFO - 127.0.0.1 - - [02/Feb/2026 11:47:14] "[36mGET /static/js/fecha_hoy_index.js HTTP/1.1[0m" 304 -
2026-02-02 11:47:14,924 - werkzeug - INFO - 127.0.0.1 - - [02/Feb/2026 11:47:14] "[36mGET /static/js/tarjetas.js HTTP/1.1[0m" 304 -
2026-02-02 11:47:14,926 - werkzeug - INFO - 127.0.0.1 - - [02/Feb/2026 11:47:14] "[36mGET /static/js/rappi.js HTTP/1.1[0m" 304 -
2026-02-02 11:47:14,929 - werkzeug - INFO - 127.0.0.1 - - [02/Feb/2026 11:47:14] "[36mGET /static/js/mercadopago.js HTTP/1.1[0m" 304 -
2026-02-02 11:47:14,935 - werkzeug - INFO - 127.0.0.1 - - [02/Feb/2026 11:47:14] "[36mGET /static/js/index.js HTTP/1.1[0m" 304 -
2026-02-02 11:47:14,939 - werkzeug - INFO - 127.0.0.1 - - [02/Feb/2026 11:47:14] "[36mGET /static/js/pedidosya.js HTTP/1.1[0m" 304 -
2026-02-02 11:47:14,964 - werkzeug - INFO - 127.0.0.1 - - [02/Feb/2026 11:47:14] "[36mGET /static/js/resumen.js HTTP/1.1[0m" 304 -
2026-02-02 11:47:14,972 - werkzeug - INFO - 127.0.0.1 - - [02/Feb/2026 11:47:14] "[36mGET /static/js/ventas.js?v=20251114002 HTTP/1.1[0m" 304 -
2026-02-02 11:47:14,972 - werkzeug - INFO - 127.0.0.1 - - [02/Feb/2026 11:47:14] "[36mGET /static/js/gastos.js HTTP/1.1[0m" 304 -
2026-02-02 11:47:14,973 - werkzeug - INFO - 127.0.0.1 - - [02/Feb/2026 11:47:14] "[36mGET /static/js/ctas_ctes.js HTTP/1.1[0m" 304 -
2026-02-02 11:47:14,973 - werkzeug - INFO - 127.0.0.1 - - [02/Feb/2026 11:47:14] "[36mGET /static/js/anticipos_v2.js HTTP/1.1[0m" 304 -
2026-02-02 11:47:14,976 - werkzeug - INFO - 127.0.0.1 - - [02/Feb/2026 11:47:14] "[36mGET /static/js/orquestador-tabs.js HTTP/1.1[0m" 304 -
2026-02-02 11:47:15,004 - werkzeug - INFO - 127.0.0.1 - - [02/Feb/2026 11:47:15] "[36mGET /static/js/adjuntador.js HTTP/1.1[0m" 304 -
2026-02-02 11:47:15,357 - werkzeug - INFO - 127.0.0.1 - - [02/Feb/2026 11:47:15] "[36mGET /static/js/orqtabs_init.js HTTP/1.1[0m" 304 -
2026-02-02 11:47:15,456 - app - INFO - [estado_local] Consultando: local=Local_Test, fecha=2026-02-01
2026-02-02 11:47:15,458 - app - INFO - [estado_local] Consultando: local=Local_Test, fecha=2026-02-01
2026-02-02 11:47:18,011 - werkzeug - INFO - 127.0.0.1 - - [02/Feb/2026 11:47:18] "GET /api/tipos_gastos HTTP/1.1" 200 -
2026-02-02 11:47:18,033 - app - INFO - [estado_local] Resultado: count=0, estado=1 (ABIERTO)
2026-02-02 11:47:18,034 - werkzeug - INFO - 127.0.0.1 - - [02/Feb/2026 11:47:18] "GET /estado_local?local=Local_Test&fecha=2026-02-01 HTTP/1.1" 200 -
2026-02-02 11:47:18,080 - app - INFO - [estado_local] Resultado: count=0, estado=1 (ABIERTO)
2026-02-02 11:47:18,081 - werkzeug - INFO - 127.0.0.1 - - [02/Feb/2026 11:47:18] "GET /estado_local?local=Local_Test&fecha=2026-02-01&turno=Turno%20noche HTTP/1.1" 200 -
2026-02-02 11:47:18,098 - werkzeug - INFO - 127.0.0.1 - - [02/Feb/2026 11:47:18] "GET /api/estado_auditoria?local=Local_Test&fecha=2026-02-01 HTTP/1.1" 200 -
2026-02-02 11:47:18,099 - werkzeug - INFO - 127.0.0.1 - - [02/Feb/2026 11:47:18] "GET /api/clientes_cta_cte HTTP/1.1" 200 -
2026-02-02 11:47:18,104 - werkzeug - INFO - 127.0.0.1 - - [02/Feb/2026 11:47:18] "[32mGET /logout HTTP/1.1[0m" 302 -
2026-02-02 11:47:18,106 - app - INFO - [GCS] Modo LOCAL: usando SA JSON C:/Users/mateo/GESTION COMPARTIDA Dropbox/Departamento Gestion/0001 - Control de Gestion (1)/Desarrollo/app cajas github/app_de_cajas/sa-cajas.json
2026-02-02 11:47:18,111 - werkzeug - INFO - 127.0.0.1 - - [02/Feb/2026 11:47:18] "GET /estado_caja?local=Local_Test&caja=Caja%202&fecha=2026-02-01&turno=Turno%20noche HTTP/1.1" 200 -
2026-02-02 11:47:18,151 - app - INFO - files.list prefix=local-test/ventas-z/2026/02/01/caja-2/turno-noche/ scope=day ctx={'tab': 'ventas_z', 'local': 'Local_Test', 'caja': 'Caja 2', 'turno': 'Turno noche', 'fecha': '2026-02-01'}
2026-02-02 11:47:18,178 - werkzeug - INFO - 127.0.0.1 - - [02/Feb/2026 11:47:18] "GET /login HTTP/1.1" 200 -
2026-02-02 11:47:19,759 - app - INFO - files.list found=0 prefix=local-test/ventas-z/2026/02/01/caja-2/turno-noche/
2026-02-02 11:47:19,759 - werkzeug - INFO - 127.0.0.1 - - [02/Feb/2026 11:47:19] "GET /files/list?tab=ventas_z&local=Local_Test&fecha=2026-02-01&scope=day&caja=Caja+2&turno=Turno+noche HTTP/1.1" 200 -
2026-02-02 11:47:19,775 - werkzeug - INFO - 127.0.0.1 - - [02/Feb/2026 11:47:19] "[36mGET /static/css/login.css HTTP/1.1[0m" 304 -
2026-02-02 11:47:20,583 - werkzeug - INFO - 127.0.0.1 - - [02/Feb/2026 11:47:20] "GET /api/anticipos/disponibles?local=Local_Test&caja=Caja%202&fecha=2026-02-01&turno=Turno%20noche HTTP/1.1" 200 -
2026-02-02 11:47:20,618 - werkzeug - INFO - 127.0.0.1 - - [02/Feb/2026 11:47:20] "GET /api/anticipos/consumidos_en_caja?local=Local_Test&caja=Caja%202&fecha=2026-02-01&turno=Turno%20noche HTTP/1.1" 200 -
2026-02-02 11:47:20,680 - werkzeug - INFO - 127.0.0.1 - - [02/Feb/2026 11:47:20] "GET /ventas_cargadas?local=Local_Test&caja=Caja+2&fecha=2026-02-01&turno=Turno+noche HTTP/1.1" 200 -
2026-02-02 11:47:20,681 - werkzeug - INFO - 127.0.0.1 - - [02/Feb/2026 11:47:20] "GET /api/anticipos/efectivo_recibidos?local=Local_Test&caja=Caja%202&fecha=2026-02-01&turno=Turno%20noche HTTP/1.1" 200 -
2026-02-02 11:47:20,686 - app - INFO - [estado_local] Consultando: local=Local_Test, fecha=2026-02-01
